requirementConfigurationId,requirementName,requirementTypeId,requirementType,requirementDepartmentId,requirementDepartment,requirementOptionTypeId,requirementOptionType,requirementCourseId,requirementId,requirementCreditAmount,stateCourseId,stateCourseCode,stateCourseName,courseOptionTypeId,courseOptionTypeName
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208692,40004403,3.5,788,07016,Ministry,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208693,40004403,3.5,789,07017,"IB World Religions",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208694,40004403,3.5,790,07997,"Religious Ed Theo—Indep Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208695,40004403,3.5,791,07998,"Religious Ed Theo—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208696,40004403,3.5,792,07999,"Religious Ed Theo—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208697,40004403,3.5,823,08151,"Drivers' Ed—Classroom Only",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208698,40004403,3.5,832,09001,"Introduction to Jr. ROTC",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208699,40004403,3.5,833,09002,"Military Jr ROTC—unspec branch",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208700,40004403,3.5,834,09003,"ROTC Drill",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208701,40004403,3.5,835,09004,"Military Leadership",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208702,40004403,3.5,836,09051,"Army Junior ROTC I",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208703,40004403,3.5,837,09052,"Army Junior ROTC II",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208704,40004403,3.5,838,09053,"Army Junior ROTC III",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208705,40004403,3.5,839,09054,"Army Junior ROTC IV",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208706,40004403,3.5,840,09101,"Naval Junior ROTC I",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208707,40004403,3.5,841,09102,"Naval Junior ROTC II",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208708,40004403,3.5,842,09103,"Naval Junior ROTC III",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208709,40004403,3.5,843,09104,"Naval Junior ROTC IV",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208710,40004403,3.5,844,09151,"Air Force Junior ROTC I",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208711,40004403,3.5,845,09152,"Air Force Junior ROTC II",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208712,40004403,3.5,846,09153,"Air Force Junior ROTC III",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208713,40004403,3.5,847,09154,"Air Force Junior ROTC IV",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208714,40004403,3.5,848,09201,"Marine Corps Junior ROTC I",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208715,40004403,3.5,849,09202,"Marine Corps Junior ROTC II",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208716,40004403,3.5,850,09203,"Marine Corps Junior ROTC III",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208717,40004403,3.5,851,09204,"Marine Corps Junior ROTC IV",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208718,40004403,3.5,852,09997,"Military Science—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208719,40004403,3.5,853,09998,"Military Science—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208720,40004403,3.5,854,09999,"Military Science—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208721,40004403,3.5,855,10001,"Introduction to Computers",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208722,40004403,3.5,856,10002,"Computing Systems",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208723,40004403,3.5,857,10003,"Computer & Info Tech",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208724,40004403,3.5,858,10004,"Computer Applications",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208725,40004403,3.5,859,10005,"Business Computer Applications",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208726,40004403,3.5,860,10006,Telecommunications,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208727,40004403,3.5,861,10007,"IB Info Tech in Global Society",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208728,40004403,3.5,862,10008,"Partic Topic Computer Literacy",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208729,40004403,3.5,863,10019,"AP Computer Science Principles",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208730,40004403,3.5,864,10047,"Computer Literacy—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208731,40004403,3.5,865,10048,"Computer Literacy—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208732,40004403,3.5,866,10049,"Computer Literacy—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208733,40004403,3.5,867,10051,"Information Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208734,40004403,3.5,868,10052,"Database Mgmt & Data Warehouse",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208735,40004403,3.5,869,10053,"Database Applications",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208736,40004403,3.5,870,10054,"Data Systems/Processing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208737,40004403,3.5,871,10055,"Partic Topic Mgmt Info Systems",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208738,40004403,3.5,872,10097,"Mgmt Info Systems—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208739,40004403,3.5,873,10098,"Mgmt Info Systems—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208740,40004403,3.5,874,10099,"Mgmt Info Systems—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208741,40004403,3.5,875,10101,"Network Technology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208742,40004403,3.5,876,10102,"Networking Systems",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208743,40004403,3.5,877,10103,"Area Network Design & Protocol",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208744,40004403,3.5,878,10104,"Router Basics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208745,40004403,3.5,879,10105,"NetWare Routing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208746,40004403,3.5,880,10106,"Wide Area Telecom & Network",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208747,40004403,3.5,881,10107,"Wireless Networks",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208748,40004403,3.5,882,10108,"Network Security",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208749,40004403,3.5,883,10109,"Essentials Network Operate Sys",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208750,40004403,3.5,884,10110,"Microsoft Cert Prof (MCP)",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208751,40004403,3.5,885,10111,"Partic Topic Network Systems",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208752,40004403,3.5,886,10147,"Networking Systems—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208753,40004403,3.5,887,10148,"Networking Systems—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208754,40004403,3.5,888,10149,"Networking Systems—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208755,40004403,3.5,889,10151,"Business Programming",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208756,40004403,3.5,890,10152,"Computer Programming",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208757,40004403,3.5,891,10153,"Visual Basic (VB) Programming",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208758,40004403,3.5,892,10154,"C++ Programming",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208759,40004403,3.5,893,10155,"Java Programming",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208760,40004403,3.5,894,10156,"Comp Prog—Other Language",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208761,40004403,3.5,895,10157,"AP Computer Science A",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208762,40004403,3.5,896,10159,"IB Computing Studies",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208763,40004403,3.5,897,10160,"Partic Topic Computer Program",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208764,40004403,3.5,898,10197,"Computer Programming—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208765,40004403,3.5,899,10198,"Computer Programming—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208766,40004403,3.5,900,10199,"Computer Programming—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208767,40004403,3.5,901,10201,"Web Page Design",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208768,40004403,3.5,902,10202,"Computer Graphics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208769,40004403,3.5,903,10203,"Interactive Media",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208770,40004403,3.5,904,10204,"Partic Topic Media Tech",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208771,40004403,3.5,905,10247,"Media Technology—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208772,40004403,3.5,906,10248,"Media Technology—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208773,40004403,3.5,907,10249,"Media Technology—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208774,40004403,3.5,908,10251,"Computer Technology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208775,40004403,3.5,909,10252,"Computer Maintenance",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208776,40004403,3.5,910,10253,"Information Support & Services",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208777,40004403,3.5,911,10254,"IT Essentials: PC Hard & Soft",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208778,40004403,3.5,912,10255,"CISCO—Pand Net Infra Ess PNIE",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208779,40004403,3.5,913,10256,"Partic Topic Info Supp & Serv",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208780,40004403,3.5,914,10297,"Info Support & Serv—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208781,40004403,3.5,915,10298,"Info Support & Serv—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208782,40004403,3.5,916,10299,"Info Support & Serv—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208783,40004403,3.5,917,10997,"Comp & Info Sci—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208784,40004403,3.5,918,10998,"Comp & Info Sci—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208785,40004403,3.5,919,10999,"Comp & Info Sci—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208786,40004403,3.5,920,11001,"Introduction to Communication",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208787,40004403,3.5,921,11002,"Communication Technology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208788,40004403,3.5,922,11003,"Partic Topic Communication",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208789,40004403,3.5,923,11047,"Communication—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208790,40004403,3.5,924,11048,"Communication—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208791,40004403,3.5,925,11049,Communication—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208792,40004403,3.5,950,11158,"Print Press Operations",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208793,40004403,3.5,951,11159,"Partic Topic Print Tech & Prod",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208794,40004403,3.5,952,11197,"Printing Technology—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208795,40004403,3.5,953,11198,"Printing Technology—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208796,40004403,3.5,954,11199,"Printing Technology—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208797,40004403,3.5,955,11997,"Comm & Aud/Vid Tech—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208798,40004403,3.5,956,11998,"Comm & Aud/Vid Tech—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208799,40004403,3.5,957,11999,"Comm & Aud/Vid Tech—Other 1199",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208800,40004403,3.5,958,12001,"Busin/Office Career Explor",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208801,40004403,3.5,959,12002,"Office Procedures—Compreh",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208802,40004403,3.5,960,12003,"Office & Admin Technologies",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208803,40004403,3.5,961,12004,"Office Services",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208804,40004403,3.5,962,12005,Keyboarding,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208805,40004403,3.5,963,12006,"Word Processing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208806,40004403,3.5,964,12007,Recordkeeping,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208807,40004403,3.5,965,12008,"Partic Topic Administration",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208808,40004403,3.5,966,12009,"Business Communications",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208809,40004403,3.5,967,12047,"Administration—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208810,40004403,3.5,968,12048,"Administration—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208811,40004403,3.5,969,12049,Administration—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208812,40004403,3.5,970,12051,"Introductory Business",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208813,40004403,3.5,971,12052,"Business Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208814,40004403,3.5,972,12053,Entrepreneurship,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208815,40004403,3.5,973,12054,"Business Law",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208816,40004403,3.5,974,12055,"Business Princ & Mgmt",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208817,40004403,3.5,975,12056,"Internatl Business & Marketing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208818,40004403,3.5,976,12057,"Human Res & Labor Relatiions",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208819,40004403,3.5,977,12058,"Human Res Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208820,40004403,3.5,978,12059,"IB Business and Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208821,40004403,3.5,979,12097,"Management—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208822,40004403,3.5,980,12098,"Management—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208823,40004403,3.5,981,12099,Management—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208824,40004403,3.5,982,12101,"Banking and Finance",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208825,40004403,3.5,983,12102,Banking,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208826,40004403,3.5,984,12103,Finance,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208827,40004403,3.5,985,12104,Accounting,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208828,40004403,3.5,986,12105,"Business Economics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208829,40004403,3.5,987,12106,"Risk Management and Insurance",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208830,40004403,3.5,988,12107,Investing,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208831,40004403,3.5,989,12147,"Finance—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208832,40004403,3.5,990,12148,"Finance—Workplace Experience",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208833,40004403,3.5,991,12149,Finance—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208834,40004403,3.5,992,12151,"Marketing Career Exploration",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208835,40004403,3.5,993,12152,Marketing—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208836,40004403,3.5,994,12153,Marketing—Fashion,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208837,40004403,3.5,995,12154,"Marketing—Real Estate",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208838,40004403,3.5,996,12155,Marketing—Transportation,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208839,40004403,3.5,997,12156,"Marketing—Food/Bev Industry",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208840,40004403,3.5,998,12157,Marketing—Insurance,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208841,40004403,3.5,999,12158,Marketing—Floristry,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208842,40004403,3.5,1000,12159,Marketing—Hospitality/Tourism,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208843,40004403,3.5,1001,12160,Marketing—Merchandising,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208844,40004403,3.5,1002,12161,"Retail Marketing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208845,40004403,3.5,1003,12162,"Internet Marketing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208846,40004403,3.5,1004,12163,"Sports & Entertain Marketing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208847,40004403,3.5,1005,12164,"Principles of Marketing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208848,40004403,3.5,1006,12165,"Principles of Advertising",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208849,40004403,3.5,1007,12166,"Marketing Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208850,40004403,3.5,1008,12167,"Marketing—Other Specialization",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208851,40004403,3.5,1009,12197,"Marketing—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,208852,40004403,3.5,1010,12198,"Marketing—Workplace Experience",2,Optional
